,x,y,target
0,7.213697910308838,-11.092977523803711,2.0
1,-8.550812721252441,14.102890968322754,1.0
2,-16.44974708557129,5.650323390960693,3.0
3,3.7764251232147217,-7.703563690185547,2.0
4,-14.680867195129395,8.169877052307129,2.0
5,12.832186698913574,-13.652737617492676,3.0
6,-14.636934280395508,14.963033676147461,2.0
7,10.830022811889648,-10.152095794677734,2.0
8,-9.467840194702148,5.056521415710449,2.0
9,-14.839691162109375,11.487053871154785,2.0
10,12.868049621582031,-3.9156510829925537,2.0
11,-11.015996932983398,11.165781021118164,2.0
12,-13.947010040283203,17.207210540771484,1.0
13,12.22219467163086,-15.937686920166016,3.0
14,14.709941864013672,-8.559417724609375,2.0
15,-14.50373363494873,13.29432201385498,2.0
16,7.950586795806885,-8.940176963806152,2.0
17,-5.960696697235107,9.92598819732666,0.0
18,-10.88867473602295,12.19420051574707,1.0
19,9.57393741607666,-9.801349639892578,2.0
20,8.693124771118164,-14.728263854980469,2.0
21,-12.890816688537598,7.730460166931152,2.0
22,10.23104476928711,-13.818595886230469,3.0
23,13.084659576416016,-13.263606071472168,3.0
24,-8.377765655517578,6.191895008087158,2.0
25,-13.83612060546875,15.549718856811523,2.0
26,9.620010375976562,-19.308616638183594,3.0
27,10.641241073608398,-16.733245849609375,3.0
28,-15.177589416503906,11.123702049255371,2.0
29,6.168879508972168,-14.434326171875,3.0
30,7.237216949462891,-7.941713333129883,2.0
31,7.275642395019531,-14.309029579162598,2.0
32,5.066536903381348,-11.684364318847656,2.0
33,11.751338958740234,-18.400192260742188,3.0
34,15.349719047546387,-6.370180130004883,1.0
35,-12.997655868530273,9.919970512390137,2.0
36,-15.161670684814453,15.11872673034668,2.0
37,-12.518353462219238,6.326767921447754,2.0
38,12.087278366088867,-17.873291015625,3.0
39,-9.716988563537598,7.789149761199951,1.0
40,-14.13190746307373,15.752324104309082,1.0
41,7.303752899169922,-1.787733793258667,2.0
42,-6.005829811096191,6.229093551635742,1.0
43,10.031618118286133,-13.584187507629395,3.0
44,4.868326663970947,-19.26198959350586,3.0
45,-10.916229248046875,5.945058822631836,2.0
46,-16.52665901184082,14.395726203918457,2.0
47,-10.505613327026367,15.01744270324707,2.0
48,-8.444270133972168,3.913390636444092,2.0
49,5.757453441619873,-19.205581665039062,3.0
50,4.601602554321289,-9.42485523223877,2.0
51,10.283638954162598,-9.50068473815918,2.0
52,-6.998566150665283,9.759445190429688,1.0
53,-13.61164665222168,12.049385070800781,2.0
54,-11.83928394317627,14.274568557739258,2.0
55,9.328730583190918,-7.14016580581665,2.0
56,11.368060111999512,-17.191499710083008,3.0
57,7.388009548187256,-5.856356143951416,1.0
58,6.026205062866211,-15.671988487243652,3.0
59,-18.019916534423828,13.201021194458008,3.0
60,-9.637927055358887,13.441879272460938,2.0
61,-12.900734901428223,12.019728660583496,1.0
62,8.219098091125488,-15.320773124694824,3.0
63,9.0829496383667,-6.3238654136657715,1.0
64,12.479001998901367,-16.88795280456543,3.0
65,-5.090500354766846,8.20865535736084,1.0
66,14.431370735168457,-8.021819114685059,3.0
67,13.30138111114502,-7.670289039611816,2.0
68,-9.039945602416992,6.607913494110107,1.0
69,-10.559532165527344,9.888346672058105,2.0
70,13.084115982055664,-14.637523651123047,3.0
71,-16.147428512573242,15.799641609191895,2.0
72,-11.469182014465332,15.656319618225098,2.0
73,-9.757833480834961,15.594216346740723,2.0
74,10.548271179199219,-6.4237895011901855,2.0
75,4.827165126800537,-19.123680114746094,3.0
76,-13.317925453186035,11.295586585998535,2.0
77,7.778656959533691,-1.5503662824630737,1.0
78,-5.723576068878174,11.567566871643066,1.0
79,11.028849601745605,-18.421247482299805,3.0
80,5.903250694274902,-6.70934534072876,2.0
81,10.332995414733887,-13.985410690307617,3.0
82,-14.26401138305664,6.573044776916504,1.0
83,14.19435977935791,-8.01877498626709,2.0
84,6.558078289031982,-2.775207757949829,0.0
85,8.908319473266602,-7.163302421569824,2.0
86,14.553223609924316,-7.3814496994018555,2.0
87,-10.005093574523926,7.148062705993652,1.0
88,7.614559173583984,-14.681317329406738,2.0
89,-7.020560264587402,7.216084003448486,0.0
90,-5.6267828941345215,8.940187454223633,1.0
91,-6.135944366455078,7.220633506774902,1.0
92,-11.24515438079834,14.569085121154785,2.0
93,-6.360008239746094,9.999192237854004,1.0
94,-17.56763458251953,13.805131912231445,3.0
95,-13.251510620117188,7.7529425621032715,2.0
96,-14.859676361083984,7.00490665435791,2.0
97,8.0989351272583,-1.482908844947815,2.0
98,-15.959121704101562,15.069781303405762,2.0
99,10.232717514038086,-12.417963981628418,3.0
100,-13.905631065368652,8.376596450805664,2.0
101,-10.421826362609863,4.689632415771484,2.0
102,-6.800227165222168,10.760555267333984,1.0
103,10.239347457885742,-19.101163864135742,3.0
104,-18.17060661315918,11.542784690856934,2.0
105,10.443252563476562,-20.149219512939453,3.0
106,6.062577247619629,-8.468414306640625,2.0
107,10.534857749938965,-19.217945098876953,3.0
108,-12.603358268737793,13.076130867004395,2.0
109,-10.165420532226562,16.57679557800293,2.0
110,-9.67328929901123,4.974499225616455,2.0
111,8.264214515686035,-12.19361400604248,2.0
112,-8.481856346130371,13.239381790161133,1.0
113,-12.40908145904541,7.188899517059326,2.0
114,8.486562728881836,-13.222624778747559,2.0
115,-11.88521671295166,11.23719596862793,2.0
116,-11.33377742767334,8.658196449279785,1.0
117,6.901922702789307,-1.7853485345840454,2.0
118,12.152395248413086,-19.250755310058594,3.0
119,8.34338092803955,-4.271546363830566,1.0
120,-9.999058723449707,5.522577285766602,2.0
121,-12.727221488952637,9.088125228881836,2.0
122,-13.969533920288086,6.09814977645874,2.0
123,-9.175553321838379,6.275172710418701,2.0
124,-14.907015800476074,10.885871887207031,2.0
125,4.775557518005371,-19.13190460205078,2.0
126,5.400695323944092,-7.442873477935791,2.0
127,10.656072616577148,-17.528518676757812,3.0
128,12.517937660217285,-18.132766723632812,3.0
129,-15.183486938476562,16.17047119140625,2.0
130,7.963663578033447,-13.924782752990723,3.0
131,10.140230178833008,-14.640143394470215,3.0
132,13.7289400100708,-7.955852031707764,3.0
133,8.327790260314941,-4.10497522354126,2.0
134,11.903167724609375,-7.848196506500244,2.0
