,x,y,target
0,0.7056323885917664,-1.61066472530365,2.0
1,16.659984588623047,12.072578430175781,1.0
2,-23.165443420410156,-14.433956146240234,3.0
3,12.985977172851562,8.664566040039062,2.0
4,2.356671094894409,-0.06309574842453003,2.0
5,-15.442036628723145,-11.144787788391113,3.0
6,2.1628682613372803,-0.9413872957229614,2.0
7,-10.337932586669922,-8.544978141784668,2.0
8,-0.9060108661651611,-2.7529261112213135,2.0
9,-13.511259078979492,-10.044140815734863,2.0
10,-0.9060107469558716,-2.7529265880584717,2.0
11,2.770111560821533,-0.03491346165537834,2.0
12,16.184864044189453,11.359347343444824,1.0
13,-20.867712020874023,-13.608407020568848,3.0
14,-15.442038536071777,-11.144783973693848,2.0
15,-0.9060109257698059,-2.7529263496398926,2.0
16,2.102857828140259,-0.21526524424552917,2.0
17,15.40711498260498,11.057929039001465,0.0
18,8.825335502624512,4.877027988433838,1.0
19,-12.281304359436035,-9.556511878967285,2.0
20,-13.385723114013672,-10.288814544677734,2.0
21,-4.353720664978027,-5.077930450439453,2.0
22,-17.65243911743164,-11.930456161499023,3.0
23,-18.074928283691406,-12.494721412658691,3.0
24,7.702629566192627,4.059587001800537,2.0
25,-6.10551643371582,-6.180648326873779,2.0
26,-22.939746856689453,-14.459796905517578,3.0
27,-18.810752868652344,-12.734582901000977,3.0
28,-2.7097103595733643,-4.006972789764404,2.0
29,-3.8899786472320557,-4.484532833099365,3.0
30,-7.146064281463623,-6.493043899536133,2.0
31,-14.938039779663086,-10.877840042114258,2.0
32,-7.471290111541748,-7.36747932434082,2.0
33,-22.132631301879883,-14.365328788757324,3.0
34,0.7026988863945007,-1.6073062419891357,1.0
35,6.141087055206299,2.5710597038269043,2.0
36,1.7825597524642944,-0.42609113454818726,2.0
37,-4.958879470825195,-5.482264041900635,2.0
38,-22.43501091003418,-14.144237518310547,3.0
39,12.207139015197754,8.259552001953125,1.0
40,14.458409309387207,10.23746395111084,1.0
41,1.782560110092163,-0.42609116435050964,2.0
42,14.498854637145996,10.158843040466309,1.0
43,-16.09273338317871,-11.639039993286133,3.0
44,-7.181837558746338,-7.215115070343018,3.0
45,-2.090550422668457,-3.5802433490753174,2.0
46,-16.541278839111328,-11.384283065795898,2.0
47,-0.321992427110672,-2.3366177082061768,2.0
48,11.706640243530273,7.104382038116455,2.0
49,-17.48175811767578,-12.308441162109375,3.0
50,-3.1432604789733887,-4.424275875091553,2.0
51,-8.981690406799316,-7.837473392486572,2.0
52,12.529923439025879,7.988794803619385,1.0
53,4.2729644775390625,1.0696892738342285,2.0
54,-7.770498275756836,-6.8517327308654785,2.0
55,1.5383704900741577,-0.7415002584457397,2.0
56,-21.179697036743164,-13.900702476501465,3.0
57,7.203691005706787,3.7842681407928467,1.0
58,-14.006876945495605,-10.229204177856445,3.0
59,-16.331289291381836,-11.80152416229248,3.0
60,6.27759313583374,2.856881856918335,2.0
61,15.14752197265625,10.245403289794922,1.0
62,-13.768251419067383,-10.092284202575684,3.0
63,0.7056323885917664,-1.61066472530365,1.0
64,-21.656780242919922,-14.26255989074707,3.0
65,13.119223594665527,8.80502700805664,1.0
66,-15.917431831359863,-11.39633846282959,3.0
67,-12.570109367370605,-9.690950393676758,2.0
68,7.545745849609375,3.389212131500244,1.0
69,2.770110845565796,-0.03491336852312088,2.0
70,-15.442038536071777,-11.144783973693848,3.0
71,-6.402618408203125,-6.377125263214111,2.0
72,-3.328028440475464,-4.713903427124023,2.0
73,2.162867784500122,-0.9413867592811584,2.0
74,1.782560110092163,-0.4260915219783783,2.0
75,-13.825911521911621,-10.565004348754883,3.0
76,-6.10551643371582,-6.180648326873779,2.0
77,11.181218147277832,7.2192511558532715,1.0
78,16.80042839050293,12.250540733337402,1.0
79,-18.810752868652344,-12.734583854675293,3.0
80,9.937300682067871,5.856188774108887,2.0
81,-18.668489456176758,-12.548352241516113,3.0
82,-2.090550661087036,-3.5802433490753174,1.0
83,-14.619792938232422,-10.87649154663086,2.0
84,17.047189712524414,12.685281753540039,0.0
85,-6.402618408203125,-6.377125263214111,2.0
86,-5.73469877243042,-5.962982177734375,2.0
87,1.446453332901001,-1.078808069229126,1.0
88,-12.570109367370605,-9.690950393676758,2.0
89,16.078672409057617,11.770297050476074,0.0
90,15.751073837280273,11.42318058013916,1.0
91,11.68178939819336,7.947505950927734,1.0
92,-6.572290420532227,-6.741576194763184,2.0
93,12.20713996887207,8.259551048278809,1.0
94,-16.2447566986084,-11.326208114624023,3.0
95,4.004942893981934,0.8635310530662537,2.0
96,-7.761557102203369,-7.515230178833008,2.0
97,12.015721321105957,7.262927532196045,2.0
98,-0.9027848243713379,-2.7608532905578613,2.0
99,-16.602516174316406,-11.932708740234375,3.0
100,15.203558921813965,10.409034729003906,2.0
101,-8.288296699523926,-7.284313678741455,2.0
102,16.7222900390625,12.138206481933594,1.0
103,-23.381628036499023,-14.607635498046875,3.0
104,-7.770498275756836,-6.8517327308654785,2.0
105,-23.741544723510742,-14.750526428222656,3.0
106,11.707980155944824,7.102957248687744,2.0
107,-21.96830940246582,-13.72839641571045,3.0
108,6.662415504455566,2.760263681411743,2.0
109,4.737550258636475,1.4381722211837769,2.0
110,1.2432187795639038,-1.2371044158935547,2.0
111,-10.050549507141113,-8.405027389526367,2.0
112,14.801015853881836,10.05037784576416,1.0
113,4.976053237915039,1.6389158964157104,2.0
114,-4.002833366394043,-5.008639812469482,2.0
115,-4.161779880523682,-4.748165130615234,2.0
116,6.57478141784668,3.1735000610351562,1.0
117,7.188962936401367,3.1061854362487793,2.0
118,-22.066884994506836,-13.94300365447998,3.0
119,2.162867784500122,-0.9413871765136719,1.0
120,-3.889979124069214,-4.484531402587891,2.0
121,6.421773433685303,2.67820143699646,2.0
122,-8.143211364746094,-7.563610553741455,2.0
123,11.181219100952148,7.219250679016113,2.0
124,-7.146063327789307,-6.493045330047607,2.0
125,-13.825911521911621,-10.565004348754883,2.0
126,4.2729644775390625,1.0696896314620972,2.0
127,-21.960477828979492,-13.735495567321777,3.0
128,-23.67828941345215,-14.71458911895752,3.0
129,-10.855741500854492,-8.817842483520508,2.0
130,-16.803071975708008,-11.49089241027832,3.0
131,-17.67991828918457,-12.400532722473145,3.0
132,-18.51933479309082,-12.386558532714844,3.0
133,11.68178939819336,7.947505950927734,2.0
134,-7.146063327789307,-6.493045330047607,2.0
135,5.200632572174072,1.8116340637207031,2.0
136,0.16065210103988647,-2.003528594970703,2.0
137,14.67517375946045,10.782093048095703,0.0
138,0.7027780413627625,-1.6074175834655762,2.0
139,6.83937406539917,3.5129241943359375,2.0
140,-16.840633392333984,-12.039382934570312,3.0
141,14.795452117919922,10.851436614990234,1.0
142,-8.294599533081055,-7.28326940536499,2.0
143,4.2729644775390625,1.0696896314620972,1.0
144,14.676158905029297,10.780675888061523,1.0
145,-14.337568283081055,-10.784258842468262,3.0
146,3.279778003692627,0.3003917634487152,1.0
147,11.283127784729004,6.870603084564209,2.0
148,10.129690170288086,6.023096084594727,2.0
149,-12.783717155456543,-9.99777889251709,3.0
150,6.141087532043457,2.571059465408325,2.0
151,14.350005149841309,9.980598449707031,1.0
152,7.188962936401367,3.1061854362487793,2.0
153,-3.2861597537994385,-4.215850353240967,2.0
154,-19.146564483642578,-12.854612350463867,3.0
155,5.583921909332275,2.1130456924438477,2.0
156,10.605252265930176,6.448681831359863,2.0
